#,State,City,Name,Address,Phone,Rating,Reviews,Google Maps
21,Arizona,Phoenix,Champere Nail Bar,"12005 N Tatum Blvd #101, Phoenix, AZ 85028",(602) 237-6763,4.7,197,https://www.google.com/maps/search/?api=1&query=Champere%20Nail%20Bar&query_place_id=ChIJobog-XFzK4cRpkG8HSCOWhk
22,Arizona,Sun City West,Granite Valley Hair & Nail Salon,"14755 W R H Johnson Blvd # 110, Sun City West, AZ 85375",(623) 975-4485,4.8,29,https://www.google.com/maps/search/?api=1&query=Granite%20Valley%20Hair%20%26%20Nail%20Salon&query_place_id=ChIJT1CUGR1bK4cRfsynphx-lFY
23,Arizona,Surprise,1stop nails,"19509 N Sunrise Blvd #2, Surprise, AZ 85374",(623) 444-6417,4.4,80,https://www.google.com/maps/search/?api=1&query=1stop%20nails&query_place_id=ChIJZWkQ9MBaK4cRkOkXD2h6A44
24,Arizona,Tucson,CONCEPT Nails & Spa Tucson,"3844 W River Rd #100, Tucson, AZ 85741",(520) 297-1299,4.7,1090,https://www.google.com/maps/search/?api=1&query=CONCEPT%20Nails%20%26%20Spa%20Tucson&query_place_id=ChIJmX8GcN901oYRAwYKLtZAX9Q
25,Arizona,Tucson,Super Nail,"3940 E Grant Rd, Tucson, AZ 85712",(520) 323-7714,4.8,665,https://www.google.com/maps/search/?api=1&query=Super%20Nail&query_place_id=ChIJFbkFsd5x1oYR-6vEDXVOmIE
26,Arizona,Yuma,Jen's Nails,"3325 S Ave 8 E suite B5, Yuma, AZ 85365",(928) 344-2222,4.3,416,https://www.google.com/maps/search/?api=1&query=Jen's%20Nails&query_place_id=ChIJx7ZVcPZg1oARK-wTSrUQBwc
27,Arizona,Yuma,A Star Nails and spa,"2375 S 4th Ave, Yuma, AZ 85364",(928) 783-9192,4.3,182,https://www.google.com/maps/search/?api=1&query=A%20Star%20Nails%20and%20spa&query_place_id=ChIJafvAGqpY1oARiZNOEnxvhu4
28,Arizona,Yuma,PG Nails & Spa,"2574 W 16th St, Yuma, AZ 85364",(928) 782-7429,4,144,https://www.google.com/maps/search/?api=1&query=PG%20Nails%20%26%20Spa&query_place_id=ChIJG5ys5Dj21oARQPjKN5UYOYQ
29,Arizona,Yuma,SunShine Nails & Spa,"1221 W 16th St suite # c, Yuma, AZ 85364",(928) 782-8076,3.7,124,https://www.google.com/maps/search/?api=1&query=SunShine%20Nails%20%26%20Spa&query_place_id=ChIJlZtGcBH21oARZn7sut8RWjI
30,Arizona,Yuma,Nails & Spa Plus,"11855 S Fortuna Rd, Yuma, AZ 85367",(928) 342-1523,4.7,109,https://www.google.com/maps/search/?api=1&query=Nails%20%26%20Spa%20Plus&query_place_id=ChIJHXcb-EJh1oAR5E1vsJCina8
31,Arizona,Yuma,Luckys Spa & Nails,"3970 W 24th St STE 110, Yuma, AZ 85364",(928) 782-9966,4.1,100,https://www.google.com/maps/search/?api=1&query=Luckys%20Spa%20%26%20Nails&query_place_id=ChIJORBAL9P31oARf3CVf8EIGnU
32,Arizona,Yuma,Yuma Nail & Spa,"2331 S Avenue B #102, Yuma, AZ 85364",(928) 783-6245,4.1,97,https://www.google.com/maps/search/?api=1&query=Yuma%20Nail%20%26%20Spa&query_place_id=ChIJ36AmGST21oARKozrwWwZbbI
33,Arizona,Yuma,Ultimate Nails,"11242 S Foothills Blvd #16, Yuma, AZ 85367",(928) 342-0098,3.8,91,https://www.google.com/maps/search/?api=1&query=Ultimate%20Nails&query_place_id=ChIJWeBClsFj1oARV0Io9vEsyEE
34,California,Bakersfield,Polished NailBar,"2701 Calloway Dr #414, Bakersfield, CA 93312",(661) 695-6879,4.5,410,https://www.google.com/maps/search/?api=1&query=Polished%20NailBar&query_place_id=ChIJHcVova9D6oAR7pkmXm754xU
35,California,Bakersfield,Diamond Nails And Lashes,"16123 Stockdale Hwy Unit 130, Bakersfield, CA 93314",(661) 829-5061,4.8,296,https://www.google.com/maps/search/?api=1&query=Diamond%20Nails%20And%20Lashes&query_place_id=ChIJp4uYg4BF6oAR41Fe9t-6Hig
36,California,Bakersfield,Royal Nails & Spa,"9000 Ming Ave, Bakersfield, CA 93311",(661) 665-0789,4.2,236,https://www.google.com/maps/search/?api=1&query=Royal%20Nails%20%26%20Spa&query_place_id=ChIJ7Uahg3pB6oARHiJGfjyZ5Vs
37,California,Bakersfield,Diva Nails & Spa,"11000 Brimhall Rd, Bakersfield, CA 93312",(661) 588-8794,4.7,194,https://www.google.com/maps/search/?api=1&query=Diva%20Nails%20%26%20Spa&query_place_id=ChIJs4O_jpFD6oARKuLzE2kYDu8
38,California,Bakersfield,Bliss Nail and Spa,"5625 Calloway Dr #100, Bakersfield, CA 93312",(661) 679-7424,4.2,173,https://www.google.com/maps/search/?api=1&query=Bliss%20Nail%20and%20Spa&query_place_id=ChIJybis0D5D6oARGxHSqVExIbE
39,California,Bakersfield,Interfashion Nails,"1533 White Ln, Bakersfield, CA 93307",(661) 832-6487,4.4,152,https://www.google.com/maps/search/?api=1&query=Interfashion%20Nails&query_place_id=ChIJ59DFa-xq6oAR3D-eGuUE3J0
40,California,Bakersfield,Van's Nail Salon,"430 Chester Ave, Bakersfield, CA 93301",(661) 861-8309,4.6,134,https://www.google.com/maps/search/?api=1&query=Van's%20Nail%20Salon&query_place_id=ChIJc5WXwTxq6oAR6H7mgBHyDQc
41,California,Bakersfield,Beauti Nails,"13043 Stockdale Hwy #500, Bakersfield, CA 93314",(661) 679-7944,4.6,117,https://www.google.com/maps/search/?api=1&query=Beauti%20Nails&query_place_id=ChIJ-RsE4wtE6oARSkTkGPDDHSQ
42,California,Bakersfield,Paris Nails,"6433 Ming Ave, Bakersfield, CA 93309",(661) 567-5718,4.7,98,https://www.google.com/maps/search/?api=1&query=Paris%20Nails&query_place_id=ChIJWZ2AUOFB6oARd40vdEvKSJ0
43,California,Bakersfield,Rise & Bloom Nails spa,"3929 S Chester Ave, Bakersfield, CA 93307",(661) 751-0134,4.7,80,https://www.google.com/maps/search/?api=1&query=Rise%20%26%20Bloom%20Nails%20spa&query_place_id=ChIJUaXp92tr6oARrBMSTt6aifY
44,California,Bakersfield,Elegant Nails & Spa,"11320 Ming Ave #340, Bakersfield, CA 93311",(661) 665-9888,4,73,https://www.google.com/maps/search/?api=1&query=Elegant%20Nails%20%26%20Spa&query_place_id=ChIJH-T8b1dB6oARz28UjWQfB3Q
45,California,Bakersfield,Lynna Nails & Spa,"3407 Wilson Rd, Bakersfield, CA 93309",(661) 831-3824,4.7,69,https://www.google.com/maps/search/?api=1&query=Lynna%20Nails%20%26%20Spa&query_place_id=ChIJEfMoXnlq6oAR8dB-VqebBvU
46,California,Bakersfield,Milano Nail Spa,"1403 Allen Rd #500, Bakersfield, CA 93314",(661) 679-7507,4.4,61,https://www.google.com/maps/search/?api=1&query=Milano%20Nail%20Spa&query_place_id=ChIJzwTSMN1F6oAR1DRWZ0mkYxw
47,California,Bakersfield,Peace NAILS,"4208 Rosedale Hwy Unit 303, Bakersfield, CA 93308",(661) 374-8901,4.7,54,https://www.google.com/maps/search/?api=1&query=Peace%20NAILS&query_place_id=ChIJ3yeTMwfuPIsRWrD3q9MICv0
48,California,Eureka,VN NAIL SPA,"Eureka, CA 95503",(707) 640-1848,4.6,45,https://www.google.com/maps/search/?api=1&query=VN%20NAIL%20SPA&query_place_id=ChIJD00EDff_01QRH5hlg0EqD-E
49,California,Fresno,Wynn Nails & Spa,"2860 N Fowler Ave suite 102, Fresno, CA 93727",(559) 375-1179,4.1,96,https://www.google.com/maps/search/?api=1&query=Wynn%20Nails%20%26%20Spa&query_place_id=ChIJe9vMhn9ZlIAR7UTalyPPJgY
50,California,Hayward,Lavender Nail & Spa,"1647 Industrial Pkwy W, Hayward, CA 94544",(510) 265-1567,4,107,https://www.google.com/maps/search/?api=1&query=Lavender%20Nail%20%26%20Spa&query_place_id=ChIJwUCGRjGUj4ARbQ2u0ifCChY
51,California,Long Beach,Kiwi Nail Lounge,"4612 2nd St, Long Beach, CA 90803",(562) 856-5494,4.2,197,https://www.google.com/maps/search/?api=1&query=Kiwi%20Nail%20Lounge&query_place_id=ChIJd8eytUsw3YAR90UG31ia7zk
52,California,Long Beach,J B Nails,"4143 Long Beach Blvd, Long Beach, CA 90807",(562) 981-8856,4.4,165,https://www.google.com/maps/search/?api=1&query=J%20B%20Nails&query_place_id=ChIJkZHCw50z3YARYukGs9_b-uM
53,California,Long Beach,NAILS BB,"1720 Clark Ave, Long Beach, CA 90815",(562) 588-9353,4.5,147,https://www.google.com/maps/search/?api=1&query=NAILS%20BB&query_place_id=ChIJ-zWJ7eox3YARbehuquEjya4
54,California,Long Beach,Best Nails & Spa,"6338 E Spring St, Long Beach, CA 90815",(562) 420-3600,4.6,145,https://www.google.com/maps/search/?api=1&query=Best%20Nails%20%26%20Spa&query_place_id=ChIJIzoaEwEu3YAR5jS-M8CqtJI
55,California,Long Beach,Quality Nails & Spa,"3737 E Anaheim St, Long Beach, CA 90804",(562) 985-3035,4.9,132,https://www.google.com/maps/search/?api=1&query=Quality%20Nails%20%26%20Spa&query_place_id=ChIJQfD5Fg8x3YARcMRkdGzX6yg
56,California,Long Beach,Mimi's Nails & Spa,"2070 Pacific Coast Hwy, Long Beach, CA 90804",(562) 343-5360,4.6,129,https://www.google.com/maps/search/?api=1&query=Mimi's%20Nails%20%26%20Spa&query_place_id=ChIJxezOdXox3YARwRTk6441Wjw
57,California,Long Beach,Nails Studio,"342 E 4th St, Long Beach, CA 90802",(562) 983-6800,4.3,122,https://www.google.com/maps/search/?api=1&query=Nails%20Studio&query_place_id=ChIJeXIDKD8x3YARGFpWobFeIhs
58,California,Long Beach,Tami’s Nails & Spa,"3230 E Broadway, Long Beach, CA 90803",(562) 438-1704,4.7,114,https://www.google.com/maps/search/?api=1&query=Tami%E2%80%99s%20Nails%20%26%20Spa&query_place_id=ChIJUWiD0PUx3YARkeiKoqRb8bs
59,California,Long Beach,iNails & Spa,"511 Pine Ave, Long Beach, CA 90802",(562) 491-6116,4.7,85,https://www.google.com/maps/search/?api=1&query=iNails%20%26%20Spa&query_place_id=ChIJRRszSIox3YAR34j-GE_OTgU
60,California,Long Beach,Lavender Nails & Spa,"5228 E Los Altos Plaza, Long Beach, CA 90815",(562) 494-4632,4.8,76,https://www.google.com/maps/search/?api=1&query=Lavender%20Nails%20%26%20Spa&query_place_id=ChIJ5zLj5ysw3YAR7m-pv0kvd5Y
61,California,Long Beach,CORNER JOY NAILS SPA,"1818 Palo Verde Ave Ste B & C, Long Beach, CA 90815",(562) 588-9167,4.5,51,https://www.google.com/maps/search/?api=1&query=CORNER%20JOY%20NAILS%20SPA&query_place_id=ChIJva90RiEu3YAR-EP2-MYTpNI
62,California,Long Beach,Bella Nails,"1942 N Lakewood Blvd, Long Beach, CA 90815",(562) 597-2977,4.8,46,https://www.google.com/maps/search/?api=1&query=Bella%20Nails&query_place_id=ChIJXd_1cZEx3YAREILmk9G2TVw
63,California,Long Beach,Queen's Nail,"404 E 3rd St, Long Beach, CA 90802",(562) 491-0738,4.6,45,https://www.google.com/maps/search/?api=1&query=Queen's%20Nail&query_place_id=ChIJ_arhA-Yx3YAR9KNWCx8Eg58
64,California,Long Beach,Dina Nail & Spa,"2750 E Broadway, Long Beach, CA 90803",(562) 987-1673,4.4,42,https://www.google.com/maps/search/?api=1&query=Dina%20Nail%20%26%20Spa&query_place_id=ChIJkTqtEt8x3YARUyxEmiU5EBc
65,California,Long Beach,Lava Nail Spa,"2950 E Anaheim St, Long Beach, CA 90804",(562) 434-5679,4.4,19,https://www.google.com/maps/search/?api=1&query=Lava%20Nail%20Spa&query_place_id=ChIJ5azxREAx3YAR1x11XTkmZdU
66,California,Los Angeles,HaNa Nail 하나네일,"4157 5th St #228, Los Angeles, CA 90020",(213) 905-9015,4.6,183,https://www.google.com/maps/search/?api=1&query=HaNa%20Nail%20%ED%95%98%EB%82%98%EB%84%A4%EC%9D%BC&query_place_id=ChIJ5daRYla5woARLqCOv9BzaDg
67,California,Los Angeles,Red Polish Nail Salons,"3324 W 6th St F, Los Angeles, CA 90020",(213) 387-1777,4.4,163,https://www.google.com/maps/search/?api=1&query=Red%20Polish%20Nail%20Salons&query_place_id=ChIJ598ojXzHwoARYkNC9O8W37g
68,California,Los Angeles,Nails By Christine at Le Bronze salon,"2007 W Temple St, Los Angeles, CA 90026",(213) 265-8249,4.4,162,https://www.google.com/maps/search/?api=1&query=Nails%20By%20Christine%20at%20Le%20Bronze%20salon&query_place_id=ChIJRbTytHy4woAR_6DxOdNX__o
69,California,Los Angeles,조아 네일샵 | Koreatown Joa Nail Salon,"3407 W 6th St UNIT 512, Los Angeles, CA 90020",(213) 433-9501,4.4,62,https://www.google.com/maps/search/?api=1&query=%EC%A1%B0%EC%95%84%20%EB%84%A4%EC%9D%BC%EC%83%B5%20%7C%20Koreatown%20Joa%20Nail%20Salon&query_place_id=ChIJc7B-d7vHwoARY8Q-Jtjx9lc
70,California,Los Angeles,Nail Atelier,"310 N Western Ave, Los Angeles, CA 90004",(323) 463-9123,4.7,57,https://www.google.com/maps/search/?api=1&query=Nail%20Atelier&query_place_id=ChIJM-QDb6O4woARgzQ39KuFPDM
71,California,Los Angeles,Nail Story,"2917 W Olympic Blvd, Los Angeles, CA 90006",(213) 739-0703,4.3,51,https://www.google.com/maps/search/?api=1&query=Nail%20Story&query_place_id=ChIJZ7QvaoDHwoARLcuEp2dDtcY
72,California,Los Banos,Tiffany's Salon,"932 I St, Los Banos, CA 93635",(209) 829-1868,4.9,37,https://www.google.com/maps/search/?api=1&query=Tiffany's%20Salon&query_place_id=ChIJ-7PhiuR-kYARrM9bjEYNxhM
73,California,Oakland,The Nail Shop,"3326 Grand Ave, Oakland, CA 94610",(510) 832-6245,4.2,140,https://www.google.com/maps/search/?api=1&query=The%20Nail%20Shop&query_place_id=ChIJhVE_p0OHj4ARYd-WQ53CLtA
74,California,Oakland,Woodminster Nails,"5036 Woodminster Ln, Oakland, CA 94602",(510) 479-3694,4.4,70,https://www.google.com/maps/search/?api=1&query=Woodminster%20Nails&query_place_id=ChIJE4Os_8eHj4ARszL7mhZRQ9Y
75,California,Oakland,Galaxy Nail Salon,"6210 Claremont Ave, Oakland, CA 94618",(510) 428-1061,4,60,https://www.google.com/maps/search/?api=1&query=Galaxy%20Nail%20Salon&query_place_id=ChIJR5VNHcV9hYARsvJnLzuOT6s
76,California,Oakland,Love Nails,"4170 Piedmont Ave, Oakland, CA 94611",(510) 596-8997,4.6,56,https://www.google.com/maps/search/?api=1&query=Love%20Nails&query_place_id=ChIJWyTQHfd9hYAR9sj4T5o86Mw
77,California,Red Bluff,Elegant Nail,"492 Antelope Blvd, Red Bluff, CA 96080",(530) 527-2786,4.2,73,https://www.google.com/maps/search/?api=1&query=Elegant%20Nail&query_place_id=ChIJ-XjVMw6DgoARbdweWe-UCFE
78,California,Sacramento,Eric Nails & Spa,"6330 Florin Rd, Sacramento, CA 95823",(916) 399-5818,4.3,187,https://www.google.com/maps/search/?api=1&query=Eric%20Nails%20%26%20Spa&query_place_id=ChIJYXM0FnHFmoARz7kOZj9yJJg
79,California,Sacramento,Expo Nails & Spa,"1140 Exposition Blvd # 400, Sacramento, CA 95815",(916) 646-6888,4.5,130,https://www.google.com/maps/search/?api=1&query=Expo%20Nails%20%26%20Spa&query_place_id=ChIJpT9FqQbamoAR79mbKMovM74
80,California,San Diego,ProfessioNAIL,"417 W Washington St, San Diego, CA 92103",(619) 298-9888,4.5,179,https://www.google.com/maps/search/?api=1&query=ProfessioNAIL&query_place_id=ChIJEeXMVNFU2YARPQjKy6Lj6Rc
81,California,San Francisco,Daisy Nails Salon Spa,"388 Guerrero St, San Francisco, CA 94103",(415) 252-7276,4.5,167,https://www.google.com/maps/search/?api=1&query=Daisy%20Nails%20Salon%20Spa&query_place_id=ChIJMeL9pRh-j4ARPNCppT09VEw
82,California,San Francisco,Sandy's Nails,"3065 24th St, San Francisco, CA 94110",(415) 643-5220,3.6,167,https://www.google.com/maps/search/?api=1&query=Sandy's%20Nails&query_place_id=ChIJiRwHLUZ-j4ARUPPEPqgWY7o
83,California,San Francisco,It’s M3 Time Nail Salon,"3278 21st St #A, San Francisco, CA 94110",(415) 824-1887,4.6,132,https://www.google.com/maps/search/?api=1&query=It%E2%80%99s%20M3%20Time%20Nail%20Salon&query_place_id=ChIJT8pNgrd_j4ARum-PKq9iVoM
84,California,San Francisco,Plush Nails Spa,"1791 Church St, San Francisco, CA 94131",(415) 821-1704,4.7,62,https://www.google.com/maps/search/?api=1&query=Plush%20Nails%20Spa&query_place_id=ChIJNfS_HK9_j4AR-Lm43B0UCcg
85,California,San Francisco,Zenbi Nails,"2032 Chestnut St, San Francisco, CA 94123",(415) 447-8942,4.7,61,https://www.google.com/maps/search/?api=1&query=Zenbi%20Nails&query_place_id=ChIJp1w-OdeAhYARgh0haYugPFA
86,California,San Francisco,A T Beauty Spa,"2726 24th St, San Francisco, CA 94110",(415) 648-6389,4.1,61,https://www.google.com/maps/search/?api=1&query=A%20T%20Beauty%20Spa&query_place_id=ChIJGTrq4Ut-j4ARXs_k0gHdCsE
87,California,San Francisco,Noe Valley Nails,"1699 Dolores St, San Francisco, CA 94110",(415) 920-8923,4.4,50,https://www.google.com/maps/search/?api=1&query=Noe%20Valley%20Nails&query_place_id=ChIJp21oymt-j4ARFK43bwiFom4
88,California,San Francisco,Angel Nails Salon,"3170 Mission St, San Francisco, CA 94110",(415) 643-5323,3.8,39,https://www.google.com/maps/search/?api=1&query=Angel%20Nails%20Salon&query_place_id=ChIJkxfkmUN-j4AR6q49xVHY3Mc
89,California,San Francisco,Lian Nails,"2890 Mission St, San Francisco, CA 94110",(415) 648-5826,2.8,20,https://www.google.com/maps/search/?api=1&query=Lian%20Nails&query_place_id=ChIJ10HtKkF-j4ARLTXIEStK7Ys
90,California,San Francisco,Healthy Nails,"3187 Mission St, San Francisco, CA 94110",(415) 658-7536,3.5,11,https://www.google.com/maps/search/?api=1&query=Healthy%20Nails&query_place_id=ChIJfyg4E-x_j4ARDT4p4YoDy-I
91,California,San Jose,Diva Nail Spa & Wax Center,"1982 Tully Rd, San Jose, CA 95122",(408) 238-2535,4.5,219,https://www.google.com/maps/search/?api=1&query=Diva%20Nail%20Spa%20%26%20Wax%20Center&query_place_id=ChIJwVFVSaMyjoARhTSUuVWfw9Y
92,California,San Jose,Omni Nail Spa,"1111 Meridian Ave #4, San Jose, CA 95125",(408) 440-4078,4.3,162,https://www.google.com/maps/search/?api=1&query=Omni%20Nail%20Spa&query_place_id=ChIJtYIUD7A0joARWH-dFuE_IpI
93,,,Shade Nail Spa,"1501 Waller Street, San Francisco, CA 94117",(415) 818-3809,4.4,137,"https://www.google.com/maps/place/Shade Nail Spa/@37.7687,-122.448559,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d37.7687!4d-122.448559!16snull!17Bnull"
94,,,Nail Galleria,,(928) 526-5883,2.9,28,https://www.google.com/maps/search/?api=1&query=Nail%20Galleria&query_place_id=ChIJx6E3O4ePLYcRGbzTzUPcEW4
